player 1,player 2,player 3,player 4,player 5,minutes,plus-minus,points scored,offensive possession,turnovers,offensive rebounds,defensive rebounds given,2-pt made,2-pt missed,3-pt made,3-pt missed,assists,free-throw attempt,points givens,defensive possession,turnovers forced,offensive rebounds given,defensive rebounds,2-pt made given,2-pt missed given,3-pt made given,3-pt missed given,assists given,free-throw attempt given
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","HORN,JEREMY","LYNDS,SCOTT",00:01:22,3,5,2,0,1,0,2,0,0,1,0,1,2,2,0,0,1,0,1,0,0,0,2
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","LYNDS,SCOTT","MORRIS,KENDRICK",00:00:31,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0
"DAVIS,EVAN","ELY,JACK","HORN,JEREMY","KIRSCH,MAXWELL","LYNDS,SCOTT",00:00:23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"DAVIS,EVAN","ELY,JACK","KIRSCH,MAXWELL","LYNDS,SCOTT","MORRIS,KENDRICK",00:03:40,-4,3,6,1,1,3,1,1,0,3,0,2,7,5,1,0,1,2,0,1,1,2,0
"DAVIS,EVAN","HALL,RILEY","LYNDS,SCOTT","MYERS,PATRICK","SCARLETT,MICHAEL",00:03:18,2,5,3,0,1,1,2,1,0,0,2,2,3,4,1,2,2,0,4,1,0,1,0
"DAVIS,EVAN","KIRSCH,MAXWELL","LEVINE,JD","MYERS,PATRICK","PRESIDENT,MILES",00:00:40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0
"DAVIS,EVAN","KIRSCH,MAXWELL","LYNDS,SCOTT","MYERS,PATRICK","SCARLETT,MICHAEL",00:00:21,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"DAVIS,EVAN","LYNDS,SCOTT","MORRIS,KENDRICK","MYERS,PATRICK","PRESIDENT,MILES",00:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAVIS,EVAN","LYNDS,SCOTT","MORRIS,KENDRICK","MYERS,PATRICK","SCARLETT,MICHAEL",00:01:39,5,5,3,0,0,1,2,0,0,1,1,1,0,3,1,2,2,0,3,0,1,0,0
"ELY,JACK","HALL,RILEY","LEVINE,JD","MYERS,PATRICK","SCARLETT,MICHAEL",00:01:30,0,3,2,0,0,1,0,0,1,1,1,0,3,2,0,0,1,0,0,1,1,1,0
"ELY,JACK","HALL,RILEY","LYNDS,SCOTT","MORRIS,KENDRICK","PRESIDENT,MILES",00:01:50,0,3,4,2,0,1,0,0,1,1,0,0,3,2,0,0,2,0,2,1,0,1,0
"ELY,JACK","HALL,RILEY","LYNDS,SCOTT","MORRIS,KENDRICK","SCARLETT,MICHAEL",00:04:08,10,13,8,0,2,3,2,3,2,2,2,3,3,8,4,0,3,0,1,0,2,0,4
"ELY,JACK","HALL,RILEY","LYNDS,SCOTT","MYERS,PATRICK","SCARLETT,MICHAEL",00:04:09,5,8,7,3,1,1,1,1,2,1,2,0,3,7,3,2,3,1,1,0,3,0,2
"ELY,JACK","KIRSCH,MAXWELL","LEVINE,JD","MORRIS,KENDRICK","SCARLETT,MICHAEL",00:01:50,-7,1,4,0,0,3,0,0,0,3,0,2,8,4,0,0,1,2,1,1,0,1,1
"HALL,RILEY","LEVINE,JD","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:00:26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"HALL,RILEY","LYNDS,SCOTT","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:09:39,5,21,21,7,2,4,2,4,2,3,1,12,16,18,1,5,10,5,7,1,6,3,4
"HALL,RILEY","LYNDS,SCOTT","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:03:14,-4,6,6,0,0,3,2,2,0,1,1,2,10,6,0,0,1,5,1,0,0,4,0
"KIRSCH,MAXWELL","LEVINE,JD","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:01:02,1,2,2,0,0,1,1,1,0,0,0,0,1,2,0,0,2,0,0,0,1,0,2
