player 1,player 2,player 3,player 4,player 5,minutes,plus-minus,points scored,offensive possession,turnovers,offensive rebounds,defensive rebounds given,2-pt made,2-pt missed,3-pt made,3-pt missed,assists,free-throw attempt,points givens,defensive possession,turnovers forced,offensive rebounds given,defensive rebounds,2-pt made given,2-pt missed given,3-pt made given,3-pt missed given,assists given,free-throw attempt given
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","LYNDS,SCOTT","MYERS,PATRICK",00:01:48,2,4,2,0,0,0,2,0,0,0,1,0,2,2,0,0,1,1,1,0,0,0,0
"DAVIS,EVAN","ELY,JACK","HALL,RILEY","PRESIDENT,MILES","SCARLETT,MICHAEL",00:00:52,0,2,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2
"DAVIS,EVAN","ELY,JACK","KIRSCH,MAXWELL","LYNDS,SCOTT","MYERS,PATRICK",00:01:05,4,4,2,0,0,1,2,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
"DAVIS,EVAN","ELY,JACK","KIRSCH,MAXWELL","MYERS,PATRICK","SCARLETT,MICHAEL",00:01:55,-5,1,3,1,2,2,0,3,0,0,0,2,6,3,1,0,0,3,0,0,0,1,0
"DAVIS,EVAN","HALL,RILEY","KIRSCH,MAXWELL","LYNDS,SCOTT","SCARLETT,MICHAEL",00:05:28,6,9,8,2,1,3,3,4,1,0,2,0,3,8,3,0,3,0,1,0,2,0,4
"DAVIS,EVAN","HALL,RILEY","LYNDS,SCOTT","MORRIS,KENDRICK","SCARLETT,MICHAEL",00:01:12,-3,2,2,1,0,0,1,0,0,0,0,0,5,2,0,1,0,1,1,1,0,1,0
"DAVIS,EVAN","HALL,RILEY","LYNDS,SCOTT","MYERS,PATRICK","SCARLETT,MICHAEL",00:02:09,-1,4,3,1,0,0,2,0,0,0,0,0,5,4,1,1,1,1,1,0,1,1,3
"DAVIS,EVAN","HALL,RILEY","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:00:27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"DAVIS,EVAN","KUSCH,RYAN","LEVINE,JD","MKPADO,KELE","WALKER,GEORGE",00:01:08,2,2,2,0,0,1,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0
"ELY,JACK","HALL,RILEY","LYNDS,SCOTT","MYERS,PATRICK","PRESIDENT,MILES",00:01:54,2,2,3,1,0,1,1,0,0,1,1,0,0,3,1,0,2,0,1,0,1,0,0
"ELY,JACK","HALL,RILEY","LYNDS,SCOTT","MYERS,PATRICK","SCARLETT,MICHAEL",00:01:46,1,3,2,0,0,1,0,0,1,1,1,0,2,2,0,0,1,1,0,0,1,0,0
"ELY,JACK","KIRSCH,MAXWELL","LYNDS,SCOTT","MYERS,PATRICK","SCARLETT,MICHAEL",00:01:30,1,3,2,0,0,1,0,0,1,1,1,0,2,2,0,0,1,0,0,0,1,0,2
"ELY,JACK","LYNDS,SCOTT","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:48,3,4,5,0,0,3,1,3,0,0,0,2,1,6,2,0,4,0,1,0,2,0,2
"ELY,JACK","LYNDS,SCOTT","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:01:00,-1,2,2,1,0,0,1,0,0,0,1,0,3,2,0,1,1,1,1,0,1,1,1
"HALL,RILEY","LYNDS,SCOTT","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:11:56,2,12,22,8,2,9,3,4,2,7,2,0,10,14,3,1,8,2,5,2,4,3,0
"HALL,RILEY","LYNDS,SCOTT","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:57,5,8,5,0,2,2,4,2,0,1,0,1,3,6,1,1,4,0,2,0,3,0,3
