player 1,player 2,player 3,player 4,player 5,minutes,plus-minus,points scored,offensive possession,turnovers,offensive rebounds,defensive rebounds given,2-pt made,2-pt missed,3-pt made,3-pt missed,assists,free-throw attempt,points givens,defensive possession,turnovers forced,offensive rebounds given,defensive rebounds,2-pt made given,2-pt missed given,3-pt made given,3-pt missed given,assists given,free-throw attempt given
"DAVIS,EVAN","ELY,JACK","HORN,JEREMY","PRESIDENT,MILES","SCARLETT,MICHAEL",00:01:21,-2,0,1,0,0,1,0,0,0,1,0,0,2,1,0,3,0,1,2,0,0,0,2
"DAVIS,EVAN","ELY,JACK","KUSCH,RYAN","MORRIS,KENDRICK","SCARLETT,MICHAEL",00:02:39,0,8,5,1,0,0,1,0,0,0,0,7,8,4,1,1,0,2,0,1,0,2,2
"DAVIS,EVAN","ELY,JACK","KUSCH,RYAN","MYERS,PATRICK","SCARLETT,MICHAEL",00:02:27,-4,2,4,1,0,3,1,1,0,0,0,2,6,6,0,3,5,2,3,0,3,0,4
"DAVIS,EVAN","ELY,JACK","LEVINE,JD","MORRIS,KENDRICK","PRESIDENT,MILES",00:00:48,0,2,1,0,0,0,1,0,0,0,1,0,2,1,0,1,0,1,1,0,0,0,0
"DAVIS,EVAN","ELY,JACK","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:03:36,4,9,7,0,1,2,2,1,0,2,1,6,5,7,1,2,4,2,4,0,1,0,4
"DAVIS,EVAN","ELY,JACK","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:03:07,-1,5,5,1,1,2,2,2,0,1,1,1,6,5,0,0,2,1,1,1,1,1,1
"DAVIS,EVAN","HALL,RILEY","HORN,JEREMY","KUSCH,RYAN","SCARLETT,MICHAEL",00:02:52,0,4,5,1,0,2,2,1,0,1,1,0,4,5,1,0,2,2,1,0,1,1,0
"DAVIS,EVAN","HALL,RILEY","HORN,JEREMY","PRESIDENT,MILES","SCARLETT,MICHAEL",00:03:00,0,5,4,0,0,2,0,1,1,0,0,3,5,4,1,3,1,1,1,1,3,1,0
"DAVIS,EVAN","HALL,RILEY","KUSCH,RYAN","MORRIS,KENDRICK","SCARLETT,MICHAEL",00:00:23,-2,0,1,0,0,1,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1
"DAVIS,EVAN","HALL,RILEY","MADDOCK,ANDREW","PRESIDENT,MILES","SCARLETT,MICHAEL",00:00:46,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0
"DAVIS,EVAN","HALL,RILEY","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:38,6,6,4,1,0,0,2,1,0,0,2,2,0,4,0,1,4,0,2,0,1,0,2
"DAVIS,EVAN","HALL,RILEY","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:13,2,2,2,0,1,1,1,2,0,0,0,0,0,2,1,1,1,0,1,0,1,0,0
"DAVIS,EVAN","KIRSCH,MAXWELL","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:02:42,-5,2,6,4,1,1,1,1,0,1,0,0,7,5,0,0,2,2,1,1,1,2,0
"ELY,JACK","HALL,RILEY","HORN,JEREMY","PRESIDENT,MILES","SCARLETT,MICHAEL",00:01:44,-1,3,3,0,1,2,1,2,0,0,0,2,4,4,0,0,2,1,1,0,1,1,2
"ELY,JACK","HALL,RILEY","MADDOCK,ANDREW","PRESIDENT,MILES","SCARLETT,MICHAEL",00:03:25,2,7,5,1,1,1,1,0,1,1,1,5,5,4,0,0,2,1,2,1,0,2,0
"ELY,JACK","HALL,RILEY","MORRIS,KENDRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:00:53,0,3,1,0,0,0,0,0,1,0,1,0,3,2,0,0,2,1,0,0,0,0,3
"ELY,JACK","LEVINE,JD","MYERS,PATRICK","PRESIDENT,MILES","SCARLETT,MICHAEL",00:01:32,2,2,2,1,1,0,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0
"GARVIN,SAM","HALL,RILEY","HORN,JEREMY","LEVINE,JD","SCARLETT,MICHAEL",00:03:54,4,6,6,0,1,3,3,3,0,1,1,0,2,6,0,0,5,1,2,0,3,0,0
